Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
LMB90_RS00295,-0.011595838971002697,0.04632886024904951,0.0005572986485962195,-0.014326933828033921,0.002990549927363041,-0.007135588744853148,0.011014414861306547,0.0007985022114018228,0.008791264101650488,-0.0013988208657037132,-0.019550378716990603,-0.011762813603805815,-0.008438927549493373,-0.013873499371034836,-0.05931096450476027,0.01458645844762158,-0.04017692834289342,0.004468696435703711,0.020610985638727194,0.00936407101753401,-0.015590145051270076,0.05880623664458576,-0.0030799037011500973,0.015256589314052686,-0.0050512338891761455,-0.050770216103482986,0.005914859976984763,-0.002240966379234656,0.005719108741146247,0.016443621139298693,0.00524216364400328,0.015247441550378514,0.011887493045427628,-0.007067382440178243,0.031106622351688252
LMB90_RS00300,-0.021088550936696055,0.024039732873255525,0.00244837177185905,-0.02218019005681304,0.025040219495014653,-0.007543520824441735,0.01624185062954024,0.011154023289448563,0.006470613133327461,0.001983633023367935,-0.014747629749462452,-0.017254697625055236,-0.0065601627668738114,-0.0113744720625336,-0.056650143768968764,-0.0009489498944041043,-0.022459218998919343,-0.01226105338776223,0.009919167523978447,0.006643099852874484,-0.022999917011367367,0.054753527991018174,0.0011278506180897527,0.020814732138562803,-0.004701841475117774,-0.02410170627605673,-0.009683080959746898,0.0013894690077341056,0.01291602453752397,0.01742689988352687,0.004474402905137528,0.02789293101714825,0.0011118747753211529,0.003942032832105756,0.028115290480614057
LMB90_RS00305,-0.008081538046812983,0.0034044408407459133,0.016822097561451792,-0.038426130098580896,0.027249882684054084,-0.021585463411586375,0.01700910763287176,0.022450331210924535,0.012652200248493693,-0.006630931667289846,-0.01383647905206589,-0.013093066396049916,0.010211897905291919,0.0017038389204037101,-0.042746796694499614,0.01474201581249156,-0.0028086393663449755,-0.023133582807456865,-0.009628151004911368,-0.00313672049671095,-0.01513339369795424,0.04038820587543677,-0.008971866594712984,0.03460651931330676,-0.008491602382100411,-0.013302470397848942,-0.010197821447088005,0.004947376258260307,0.022183734940465553,0.020981585528561695,0.0011995943103947438,0.05250982342211479,0.0029205489505379125,-0.006591706438463582,0.011726106293063315
LMB90_RS00310,-0.010934904052301513,0.012519498446557057,0.010931746709709752,-0.027535296934888008,0.015376908589388347,-0.007638675332699375,0.019596506958372634,0.005449346970839141,0.012973427594254405,-0.005167124846500279,-0.021331991454820915,-0.023915024678117267,0.0032737999512927165,0.00939477064496198,-0.035199108337501145,0.009611889676702748,-0.009413290694125795,-0.01574384914850692,-0.0021143834717468916,-0.0006948291566228334,-0.015012732562861562,0.027461010476806148,-0.00489758042223697,0.026772746512186484,-0.015540189772817459,-0.015297236684860842,-0.003998145419451303,-0.0021945407025706753,0.008062560208886412,0.01492676131097502,0.0007488726814304161,0.04315255475446948,-0.009195136299085605,0.007472954509405341,0.023210536211182877
LMB90_RS00315,-0.011247346743953399,0.011023135498231982,0.00809570891719938,-0.03471434521214925,0.019754684407944492,-0.01160779205084691,0.01777111227361217,0.006788682891121346,0.014023078516805496,-0.002929412572767371,-0.01710594100848405,-0.0058163670486724404,0.0015650914352722386,0.0014263031846357818,-0.039836780857016835,0.012407806793990324,0.0014813151758750474,-0.00431006914874503,-0.004803434881835442,-0.00011229925170989638,-0.011923998692205572,0.025156004083258514,-0.005256234481299967,0.02799632018874524,-0.013368462947658553,-0.007413796589266824,-0.011436810955744841,0.00667553177947412,0.001058398670420113,0.017907410534910965,-0.0015374000859254599,0.036705665242698755,-0.012005437122581822,0.008270859161082852,0.026166336988385993
LMB90_RS00320,-0.017979756803656027,0.003350170166267119,0.017092107255842565,-0.038378372587416755,0.004268074454626413,-0.0041634824804850715,0.02196659358185366,0.0033721747149090976,0.017403047896427076,-0.006462610279289382,-0.015410323376469668,-0.008726876799734766,-0.006711844597862149,-0.009745999810931018,-0.05047525346813336,0.011161288286101584,-0.03506034891972553,0.001914895233170405,-0.0045001623160312474,0.0003880820242465776,-0.01658684053578855,0.029276326373267547,0.0038926491342408604,0.03068209813326119,-0.013507107724418687,-0.021095671367893972,-0.015383402639818841,0.003973466621355878,0.014107578991792798,0.010880755052922153,0.006566063323876772,0.03949249740078382,-0.005275093127631436,0.004733913381093271,0.010036382768168827
LMB90_RS00325,-0.014912011220247847,-0.008940956044912914,-0.0031376028555952207,-0.003002977922328914,0.014820918655809765,-0.006438028610708496,-0.005551570093822524,-0.003772622791238488,0.0038616161958179777,-0.0020650633021656603,-0.004765691958890617,-0.012963360089235921,-0.006524503589847331,-0.012147862387707313,-0.01891386849290717,0.012756466002149934,-0.022643649194340473,0.02203504168711694,-0.0019380007915017078,0.002346935336819399,-0.004794035008340958,0.002156559339740334,0.003880465671379442,0.0002744031495488002,-0.010038302130430549,-0.024529104527666167,-0.0038839833959578196,0.008480942148267343,-0.018796921947792637,-0.010554817493952028,0.0045605297828515984,0.0276621371576824,0.002294351705657518,-0.02086907214126366,0.004871790745173167
LMB90_RS00330,-0.0034771316243799215,-0.016552966056263163,-0.00414293442199727,0.001551423033797057,0.014110904635844444,-0.013519046600742069,-0.0003137030094277829,-0.008478026167568408,0.0039068191848619935,-0.002660557367783127,0.0025037346163278235,0.0013330248249160516,-0.008314338833199859,-0.016455849631414173,-0.006137040028627699,6.957284106769279e-05,0.0014002025645047517,0.009800004465756905,-0.01461272893601834,0.004022603352025643,-0.004484981001748739,-0.0035390444431016026,0.009279222433914913,-0.0012508239190353481,-0.009309284905596927,-0.016672360992621628,0.003925605885480388,-0.004801223939146717,-0.011301292717462929,-0.014116214194582158,-0.004508978864559016,0.017429152817057123,-0.005834044156418059,-0.0047913361714730625,0.01288982149349551
LMB90_RS00335,-0.007412393541753353,-0.026884097476710306,-0.02920713720060014,-0.0008706591828126889,0.03164629085917691,-0.03753386923775379,0.015283817682416136,-0.007388956265437724,0.007971317524597638,-0.001301452894839415,0.001236850657150849,0.0035586392422737893,-0.0008978234668733917,-0.022522160883522182,-0.003319324239233197,-0.006551334540197699,0.0035222997752697317,0.02324205578451803,-0.019908964492305923,0.0020171144395858187,-0.012097985183584146,-0.012557689358768801,-0.01195943463829104,0.010065249867043206,-0.011777183736141698,-0.02997454320614269,-0.0017112765082388545,-0.019417431138119928,-0.005954009961965968,-0.008753800568137347,-0.020414425226410248,0.00019686706062528958,-0.018918324248563195,0.012833821263519724,0.0309843871025981
LMB90_RS00340,-0.013050625523546931,0.012227166070683934,-0.007000817197594442,0.008816187932057514,0.009585742492519022,0.007287087575845436,0.018704992148846057,-0.00032320582772501756,0.007005872663893392,-0.005014551944099368,0.007189192669302566,0.0016055194273840695,-0.0011212586766724756,-0.02019997733754887,0.003919918892139406,-0.014329609285308348,-0.01026209305786888,0.03253975491009145,-0.028909155451540592,-0.00020384805873611394,-0.0072458075893350885,-0.011656158127873456,-0.011767131013854541,0.011691286972321741,-0.014139122829618274,-0.007082519240686629,-0.01632653018615397,-0.0022701506763414545,-0.006244212893524093,-0.012328465827471711,0.046297313350263186,-0.006661335991577448,0.019105778570702912,-0.012960375670663072,0.02717924860819625
LMB90_RS00345,-0.010961384560528267,0.0018033236585753012,-0.00668378342651946,-0.006367693516974379,0.0039889182914192665,-0.0003005375250296672,0.002082882237752706,-0.0087333000428901,-0.001976827389994233,0.0014285431624825643,0.008755899327636832,0.0059072278233867825,-0.01834892360645387,-0.011504036693899551,-0.005965016417094257,-0.015876335870404174,-0.0018166670577340763,0.018373339314412457,-0.010026675557070925,0.007257445025784638,-0.00512291248138947,-0.0008117108771336799,0.00817388920200262,0.005374594007829447,-0.003679388370384577,-0.0002588726398867383,-0.006978775524002895,0.011710727576720653,-0.0071466034682875325,0.002923869864258428,0.002774135348825212,0.0046958213773060364,0.0011119738697217192,-0.005917969116549249,0.004578878706712774
LMB90_RS00350,-0.009621709500114562,0.00041159502436569794,-0.0061980938990040075,0.0031074445683763716,0.012725826967414776,-0.00646419570755729,0.007939789180101135,-0.013555441421765835,0.004264575691787552,0.0031617897415501255,0.0031822760123308264,0.0015943137773317066,-0.00775011950377357,-0.008627130305220733,-0.01695872697074371,-0.009495403026304203,0.006858180419289627,0.017613206546670465,-0.010300871672230124,0.007758820688879569,-0.0031757613755992826,0.001168064582906769,0.017236819778978597,0.004880045040701899,0.0005998488218546008,-0.015386589492050873,0.0035410515150568265,0.005893130150706848,-0.021551258666371816,0.010202761951533317,-0.016735701916996932,0.003089224124160874,-0.002855145625595879,-0.0052469200402881,-0.001481141171801077
LMB90_RS00355,0.027904587540218947,-0.007404398892429079,-0.001030567217832976,0.021117307022058992,0.027106146452748198,-0.0032732139186370155,-0.0024972357581772454,-0.00010900093769100406,0.02859762306390616,0.004132544817309094,0.0024848467877629536,0.00176457197553781,0.016287652889180243,-0.0030453290580245585,0.010896947798497572,0.000924143274128051,-0.0022145934096338845,-0.009494694586546006,0.00318057222142137,0.0009781189771867628,-0.01724056405582716,-0.026106364644090437,-0.02040100056409474,-0.004522504036869568,-0.027805690600514587,-0.00860380144371388,-0.002099328952918813,-0.02201567680384574,-0.004370627416252598,0.02603363730998819,-0.024697881391118913,0.00172420582388228,0.0024676980422567952,-0.012855560909860031,0.010996901859367194
LMB90_RS00360,-0.0012737135599043866,0.010439107971367285,-0.02114460793973414,-0.0071934495718042205,0.013374763718890435,0.0163822912436091,0.031709687625691194,-0.0053797666215151686,-0.002691391351537679,-0.014978147727687003,0.0007621359407782987,-0.01838850051543275,-0.014872809466329009,0.017497636372819078,0.013203923740076945,-0.005932194028294491,0.002812646708980616,0.0008833287733018381,0.018199128760175817,-0.0249030849160351,0.0017268597392535389,0.025986043056217007,-0.030098291710866934,-0.012822729175264714,0.004735486747839842,0.020104334459276688,-0.017282014601852348,-0.04067943901186678,-0.0017339204765543159,-0.012098302719939537,-0.00032990394178668986,0.011023978951844966,0.03104415618523724,-0.008008346607564517,-0.026089003767919342
LMB90_RS00365,0.0018024022100163243,0.009665536316900288,1.6111695419928225e-05,0.0052215498981424534,0.012475004902871449,0.013554174360312988,0.02743523152681799,-0.005902727166323876,0.007346564136558933,0.0014077043468999461,-0.016872094809579796,-0.033237090837543774,-0.006771927185123025,0.01133023858601272,-0.012968867066097288,-0.016831981903974474,0.004412655100558962,-0.0027491779552896354,0.00865177704004309,-0.010113265770233058,0.005887770108619374,0.02108973363448227,-0.027508876454834085,-0.004827686286387331,0.00502863037078857,-0.0025995985476115484,-3.851599744600297e-06,-0.02449778327585906,-0.024722974026443877,-0.009322028151546098,0.010029678409816292,-0.00016352967105213095,0.004206870676958057,-0.013258574647094509,-0.012384244230777467
LMB90_RS00370,0.003756296591218767,0.03144910755140013,-0.006375535529802212,0.010226346871278531,0.001937888771002361,0.005974426061414293,0.022106446406723705,0.002300560442901983,0.007892459349041068,0.006094460357390332,-0.013171655704538716,-0.01187864771138613,-0.000675988703527947,0.001555729497312094,-0.020494166753344763,-0.01649079104375785,-0.027167483734784555,0.0027852902008972387,0.016945681302108242,-0.0032022951435705734,0.0010267836714215027,0.019634604262762857,-0.02264794652588667,-0.003317784844630003,-0.0024327100143349623,-0.014485535978779284,-0.005749276063777185,-0.05073490278512201,-0.0214492649977247,-0.0020366195734572595,0.008136937216354478,0.0037108913187986277,-0.003858687249951748,-0.010983860774508936,-0.01659898664836908
