Geneid,LAC_001,LAC_002,LAC_003,LAC_004,LAC_009,LAC_010,LAC_011,LAC_012,LAC_015,LAC_016,LAC_017,LAC_018,LAC_019,LAC_020,LAC_021,LAC_022,LAC_023,LAC_024,LAC_025,LAC_026,LAC_027,LAC_028,LAC_029,LAC_030,LAC_031,LAC_032,LAC_033,LAC_034,LAC_035,LAC_046,LAC_047,LAC_048,LAC_049,LAC_050,LAC_051,LAC_052,LAC_053,LAC_054,LAC_055,LAC_056,LAC_057,LAC_062,LAC_063,LAC_064,LAC_065,LAC_066,LAC_067,LAC_068,LAC_069,LAC_070,LAC_071,LAC_072,LAC_073,LAC_074,LAC_075,LAC_076,LAC_077,LAC_078,LAC_079,LAC_080,LAC_081,LAC_084,LAC_085,LAC_086,LAC_087,LAC_089,LAC_090,LAC_093,LAC_094,LAC_095,LAC_096,LAC_099,LAC_100,LAC_101,LAC_102,LAC_103,LAC_104,LAC_105,LAC_106,LAC_107,LAC_108,LAC_111,LAC_112,LAC_115,LAC_116,LAC_121,LAC_122,LAC_129,LAC_130,LAC_131,LAC_132,LAC_133,LAC_134,LAC_135,LAC_136,LAC_137,LAC_138,LAC_139,LAC_140,LAC_141,LAC_142,LAC_143,LAC_144,LAC_145,LAC_146,LAC_147,LAC_148,LAC_149,LAC_150,LAC_151,LAC_152,LAC_155,LAC_156,LAC_157,LAC_158,LAC_159,LAC_160
LMB90_RS00945,7.725363929,8.486998108,5.983910395,6.570974391,8.252211552,8.327858535,8.172827988,8.384964995,6.572022892,7.021033872,7.053059261,7.08470799,6.030622124,5.888543034,6.768417335,6.382582803,6.259731243,7.789585686,7.776363611,7.8815004,7.757364992,7.613802374,7.213433317,7.499765359,7.209605152,7.745702869,7.709494868,8.020987434,7.569925285,8.277765523,8.131290714,7.981026724,8.082531959,8.15914098,7.633958267,8.205552978,7.599643004,7.094653278,7.029406543,7.130569086,6.904461649,7.863143281,7.716806206,8.176058147,8.125673259,7.048968628,6.777391619,7.730235907,7.721632495,7.203133233,7.400560734,7.723988237,7.9690344,5.736667639,6.036189054,7.255169847,7.293016096,7.525757468,7.821128163,6.534479792,6.218307064,7.439016835,7.672720226,8.283157172,8.198464826,7.277412534,7.663996586,7.82825416,7.871844299,7.958122147,7.85405646,6.8663006,7.434996093,7.304068263,7.326109673,6.840354538,6.075847129,6.773306057,7.110643612,7.41450981,7.509236538,7.834547343,7.732193466,8.266802456,8.127378683,7.258946083,7.016051473,7.297143507,6.923967344,6.49367196,6.32082538,7.814716815,7.910355633,7.820034552,7.64116801,7.343643268,6.884439078,7.297737117,6.885110634,7.119119995,6.733221853,7.396541417,7.583081055,7.679750009,7.699697546,6.679950054,6.169649815,6.520975426,6.456082271,6.771000488,7.035291475,6.489255644,6.87853021,5.928297569,7.51676994,7.895470425,7.700784119
LMB90_RS00950,4.87365536,4.385234312,3.831862547,4.851984686,4.203490402,4.743040277,6.216459643,6.211213736,6.908924917,6.373218974,7.659366659,7.65511096,4.980320478,6.015516113,5.48622106,6.282067168,6.234360239,4.435037361,4.198515519,4.339802509,4.286144953,4.538245453,5.055655076,4.715886783,5.097680879,5.842206005,6.501540299,5.92039704,6.490610996,9.100612902,9.340381382,9.076528985,9.322203025,7.362484453,8.714001584,7.30643451,8.652664643,6.200478335,6.510242142,5.899141253,6.516738107,4.645355548,5.031102125,6.320845788,6.778952941,4.990229456,5.248013631,5.580349763,4.892044745,4.576128869,4.448039722,3.472329703,2.87335719,9.431657422,7.239308625,6.38885115,6.180224852,6.351205799,6.487349321,5.828064372,5.627352674,4.251759967,5.026663016,3.568426208,3.813378559,6.158105428,5.982997068,4.968889284,5.013594563,3.85997057,3.364186267,3.526211056,4.484495392,4.711895002,5.824470923,4.251348433,3.788601596,5.760216848,5.773367758,4.650657999,4.886603787,4.961071614,4.871346268,5.082585879,5.055235472,4.60840648,4.349263736,7.376840533,6.658140097,4.463773698,4.09418896,8.956258906,7.436860435,3.93201685,4.305672292,5.484444146,6.018045483,4.576636047,4.633954808,4.24728891,5.482569472,6.594992977,5.882895685,4.332160428,4.443480727,3.475361675,3.182525392,4.153327121,4.466814544,8.11836276,8.07659783,4.237441764,5.159575828,4.254841089,9.13736902,4.440401668,4.591118499
LMB90_RS00955,6.601379155,6.51242142,5.874284742,5.870470731,6.94846836,7.515846221,7.396942243,7.870417199,7.43661238,7.327239886,8.233802378,8.212477985,6.258690817,6.590788439,6.137232389,6.386066968,6.443427951,6.617504764,6.199899133,6.519700741,6.470645109,6.302948003,6.501333628,6.276672382,6.460089554,6.938884693,7.099954796,6.911118559,7.104314522,9.454336585,9.620087512,9.543816369,9.591135627,8.276524274,9.37307346,8.257325695,9.350804862,6.873955643,7.101538145,6.867039344,7.187366931,6.534154819,6.6829793,7.564470423,7.674789935,6.613003511,6.58670884,6.749374748,6.734179176,6.576417407,6.915240577,6.893958218,6.494527157,9.706386344,8.477847957,7.17072242,6.700903675,6.99612046,7.166008513,6.922614204,6.663605825,6.39883679,6.459485896,7.463633208,7.142108071,9.112788705,9.149565303,6.624408984,6.670122875,6.050866524,6.007636648,5.58173831,6.07771845,6.48818792,6.713705377,7.212485947,7.361662172,7.031530845,6.990591296,6.646038746,6.638199111,6.990547426,6.896743097,7.922776411,7.904853862,6.012897484,6.057498616,8.303964384,7.698600483,5.983157773,5.960658627,9.677488971,8.575281532,7.108134522,7.455642999,7.105775976,7.311438057,6.186387941,6.407730718,6.367488953,6.831985235,8.04023233,7.62018237,6.553378015,6.749469504,5.886576292,5.629562668,5.780493207,5.809381458,8.877182268,8.835245998,5.971992818,6.626953438,5.867994215,10.02094715,6.848014345,6.805678943
LMB90_RS00960,5.904744419,5.090332948,6.399939041,6.241728526,4.317117122,4.905685654,5.33264352,4.648844618,7.899262627,7.360570416,6.740658222,6.126651212,7.081328394,7.574321961,6.576841498,6.8383985,6.751966531,6.171443397,6.318884704,6.127644577,6.309667723,6.208315371,6.680576119,6.337307785,6.500906232,6.822171735,7.039737131,6.792839522,7.005077733,6.201185856,6.466206998,6.379948698,6.397164167,7.409387163,8.573772977,7.21767302,8.586658461,7.533126825,7.824995166,7.604202982,7.970125237,6.332703654,6.556386448,7.786960285,7.333744077,6.749658615,6.699518082,7.315102031,6.838716122,7.108551201,6.250362296,7.758871405,6.021744465,5.975780667,6.170194454,7.38364316,7.583251191,7.256735829,7.040005859,7.755665899,7.749347008,7.133182124,7.19328134,6.299591304,5.643656802,4.36589387,4.488712061,5.400750008,5.775834925,7.097455308,7.1865175,5.75558914,6.426411407,5.346371507,6.019012662,4.801774071,4.064593827,5.692738708,7.272295148,5.633946591,5.725663747,5.900060749,6.048164553,5.458197792,5.063164237,5.80497087,6.090537768,7.576950505,7.290133642,6.635935108,6.762494887,6.723901973,6.278340633,6.01543918,6.62838645,7.287272709,7.479058802,7.293017753,7.685585339,6.898567459,7.31565313,7.890998163,7.239824401,7.934296963,7.837411539,6.759012054,6.422565859,6.632997109,6.769875458,5.487516753,5.420983176,7.205867213,7.080246043,6.590866911,7.02870537,6.231480776,5.944647653
LMB90_RS00965,3.75671006,4.360845212,2.191047566,3.887709739,3.632052435,3.146636574,3.832389492,3.036695119,6.032456988,6.259907395,5.060774226,4.376309395,4.909756818,4.998878048,4.481933014,4.929790407,4.55988953,5.084588412,5.895688033,5.757064987,5.814198656,4.58818521,4.789072547,4.616457443,4.966984727,4.645847145,4.621523369,5.074037353,5.041635987,4.366426885,4.407644529,4.590411673,4.919351126,4.533243833,5.552107246,5.328807309,5.502859362,5.58007686,5.514148006,5.72454621,5.636171138,5.435707526,5.167434514,4.821802923,4.815151646,4.719645157,4.339631286,5.588285881,4.31113621,5.770339391,5.179248448,5.125506234,4.371282069,3.881342554,5.083928282,6.399568064,6.541879273,6.483845608,6.600165179,6.483280053,6.446511137,6.885878757,6.802772122,6.154383781,5.70312511,4.354246483,4.345976263,4.925964745,5.178030094,5.286767706,5.073046656,4.497783081,5.335983116,3.098781527,3.545620941,3.3587557,2.554565489,5.928598895,6.200057405,4.727710362,4.673190913,4.133735465,4.59833641,3.908134189,4.422196317,6.008393216,6.144008033,6.791342746,6.627265241,6.23049047,5.807049549,5.99278291,5.788306478,5.794107793,6.076201206,7.050412774,6.528484562,6.905451952,7.084642971,6.295378207,6.506676033,6.41365857,5.988777625,5.584350779,5.922269073,5.109224541,4.727516492,5.814121437,5.113868626,4.874112875,4.550077574,5.858166884,5.967378426,5.870844503,7.036562595,6.100237244,5.948460873
LMB90_RS00970,4.322640223,3.941505709,4.190967982,4.063578199,5.013986301,5.631560041,4.893033851,4.712062388,3.788582519,4.132064201,5.706530554,5.202503439,4.22136326,3.155100816,3.591161868,4.044211541,4.83452237,5.03933491,4.39592011,4.819048398,4.867442522,4.713103562,4.629592806,5.08401623,4.844167052,4.899949898,5.575267603,5.473606295,5.629450101,5.943584809,5.951435184,5.773429564,5.867873782,3.884077175,4.102356351,4.343683771,4.625595677,5.015385115,5.057970712,4.867971999,5.314906297,4.748598068,5.110012597,5.098812882,4.840297915,4.451983531,4.437642739,5.743238424,5.429113773,4.70766482,4.843496763,4.720518573,3.505178445,2.226989109,2.558378517,5.093366104,5.517856942,5.239964949,5.34631171,4.256270351,4.215142172,4.687013799,4.45974371,6.140295143,5.802898222,5.31383115,5.305353793,5.846884396,5.855438709,4.18156624,4.427557831,4.292771829,4.956871547,4.475070163,4.989229326,5.203822138,4.647412155,3.47372599,5.052707336,4.399536761,4.232673752,4.549263496,4.189951103,4.15973654,4.75475158,4.251429347,4.318939571,4.682348774,4.718764117,3.213085272,3.051885154,5.217253326,5.383312877,3.779373786,4.213867999,5.126254069,5.204207853,5.36655987,4.454662549,4.696141067,4.489177027,4.783249385,4.924228327,4.652226606,5.441608024,2.819630163,3.922615764,3.13729608,2.955955738,2.506793158,3.403170832,3.839931616,3.797410399,2.916797934,4.511322887,5.317448669,4.944620172
LMB90_RS00975,5.685400455,5.975383337,4.936070419,5.403514583,5.576415924,5.715794242,5.574708266,5.365645747,5.668566837,5.708750204,6.2571753,6.523447377,5.548770477,6.054337266,4.959966978,5.611540923,5.649924886,6.455995107,6.599465641,6.586745533,6.628461686,6.54356995,6.516567632,6.53068964,6.59905683,6.693220392,6.994436897,6.779278807,7.129049443,6.792142376,6.918268502,6.921006579,6.911997735,5.10632192,6.056180484,5.032935603,6.106973513,5.817051964,6.442355749,5.917194373,6.397919559,7.114674624,7.05772942,5.879669627,5.765335151,5.887946636,5.692756832,6.455726541,6.230972163,6.067545738,6.10832914,5.43315679,5.258710013,4.639277034,4.263995273,6.520954913,6.469211325,6.455435047,6.609238513,5.928421372,5.456807641,6.68383164,6.799085798,6.510115066,6.914530036,6.936591406,6.650689539,7.012023203,6.803780847,5.447167925,5.448513438,5.39059188,6.184408641,5.585741717,5.644818451,5.72270317,5.905866638,5.29708054,5.957000918,5.373191217,5.364967597,5.600762173,5.539311284,5.33840574,5.354312355,5.924386704,5.739748171,7.018546085,6.741246696,5.003301424,5.753829245,7.093953933,7.008822438,5.907213646,6.314690974,6.567800593,6.935977646,6.026433443,6.154634334,6.279944824,6.521265084,6.46109162,6.261657394,5.849817283,5.860431473,5.643182259,5.572205829,5.069307935,5.492127301,4.555456145,4.532228228,5.712916543,6.16356742,4.789158391,5.92832133,6.464640519,6.548543853
LMB90_RS00980,5.837150366,5.939276923,4.948290248,5.088798648,5.244372855,5.16657277,5.675381955,5.380292191,5.959176194,4.919068697,6.212983538,5.985590513,6.187164394,5.93244057,6.044801147,6.266419262,5.902001942,6.087319227,6.688908059,6.38281317,6.699577064,5.866340673,5.975575574,6.182195523,6.170677667,6.970040969,7.281665712,6.836196428,7.242233366,6.272925091,6.63709659,6.771119793,6.61853429,0,6.221916341,3.773463801,6.280734095,6.092902296,5.994313575,5.807932014,6.357477822,7.034576855,6.864909416,5.626241109,5.148107489,5.446084741,5.19117651,6.265519036,5.687313269,5.589313068,5.888080215,5.268578238,4.721472821,4.477183834,4.912351068,6.319520788,5.892870124,6.665232889,6.531547595,6.009427471,6.071347297,6.770183217,7.00347238,6.748962998,6.094806905,6.724535383,6.407286112,7.022294827,6.771535311,5.496983269,5.514919539,5.46856245,6.48836326,6.485555682,6.42504032,6.412795766,6.674025495,6.333694783,6.413234744,5.547330786,5.560728389,5.853272936,5.801530437,5.187963733,5.139216866,5.833247073,5.803904677,6.611492432,6.326396739,5.529710804,5.58109616,6.846654384,6.744945919,6.154163106,6.084509311,6.378070669,7.107488207,5.635178839,5.870379426,6.236764591,6.245280439,6.764103867,6.792689023,5.970435663,6.016222273,6.175954494,5.846647838,5.807625334,5.664158331,4.647032605,4.401034532,6.240893476,6.609726924,5.453755328,6.365474249,6.423325005,6.552968306
LMB90_RS00985,9.155950518,9.839693078,7.588752445,8.285321905,8.637470924,9.235119038,9.284278351,9.136984004,8.618001817,8.664506105,9.789149715,9.772034612,8.412896203,8.786842074,8.847509854,9.01259681,9.034621333,10.37746483,10.16985269,10.31646413,10.1260956,9.414183683,9.442345907,9.340534119,9.400319218,9.411887158,9.422133613,9.38830599,9.433119361,9.540283693,9.408851812,9.444460568,9.391608604,8.15884984,9.004608217,8.293822551,8.941308132,8.802117513,9.059016975,8.848777623,8.887214805,10.16887105,9.910232361,8.863465448,8.849313692,9.213654351,9.04598644,9.796015897,9.801633266,9.409606162,10.31039053,8.788421991,8.596147605,8.586001364,9.056761345,9.314112657,9.013538276,8.92155759,9.229387727,9.206060672,8.872915601,10.18882841,10.05127407,9.218759061,8.806361644,8.524911956,8.877743647,9.231666817,9.062450054,9.39351536,9.316858811,9.555514923,9.31655846,9.641431904,9.858693802,9.576132224,9.513821787,8.386356232,8.375869846,9.167317369,9.131811592,8.988888463,8.954786923,9.569682778,9.430485463,9.425004227,9.452927808,9.389184397,9.018210267,9.266654766,8.839410529,9.829097806,9.713997255,9.313314417,9.193633628,9.89444252,9.982608645,9.649150046,9.755665191,9.637803635,9.267335465,9.502462987,9.326256164,10.17198138,10.29610028,9.395090811,9.513872136,9.690822481,9.330090573,9.07874793,8.970157312,9.745335766,9.758018581,9.023340635,9.861074919,10.33553736,10.31368497
LMB90_RS00990,12.90250931,12.48569076,12.22932163,12.12095032,12.16510298,12.61068335,12.45258542,12.58462967,11.90207472,11.43635001,12.14085442,12.26148854,11.83804391,11.48943208,12.20140488,11.97098397,12.01373186,12.10954534,11.90347838,12.14916123,11.93101205,12.48640732,12.3678361,12.50066859,12.39365736,12.49922737,12.31761876,12.51065623,12.34666594,12.25867008,12.18505083,12.31928089,12.19714972,11.36347395,11.62311371,11.27454475,11.63695093,12.0362328,11.81946115,12.05428276,11.82647572,12.04144629,12.27587492,12.09537963,12.2210521,11.55725333,11.52817039,12.10863517,12.43633031,11.88857297,11.83344204,11.74905798,11.81105623,10.96925076,11.18654946,11.49009177,11.57573661,11.62395395,11.69729506,11.12677366,11.29439629,11.61046161,11.63768671,11.2634247,11.67187046,11.187763,10.89030555,10.94140033,10.97091174,11.48516973,11.45718439,11.79271505,11.3745636,11.57826063,11.42370188,11.43019685,11.46377254,11.93889505,11.99563701,11.63695046,11.65800299,11.5292749,11.63052485,12.03522179,12.12827039,11.68269519,11.66977895,11.03511547,10.85920819,11.36478128,10.99717807,11.41853511,11.64147593,11.71353534,11.63125815,11.68531527,11.53013844,11.92286613,11.75534526,11.29370405,11.17852043,11.78998272,11.85218121,11.88202898,11.9530323,11.68627222,11.25423612,11.45947429,11.1402428,12.18125914,12.28679232,11.14912068,11.39576009,11.04793718,11.09093776,12.07330715,12.17114772
LMB90_RS00995,6.216117245,7.41886993,5.852212315,6.339078474,6.668689978,6.356959042,6.319621155,6.224921532,6.300054842,6.693982606,6.52424904,6.598457731,5.612361873,6.18827333,5.367938255,5.326472995,5.423874931,7.534619696,7.693754751,7.652157523,7.665149945,6.515467975,6.511278113,6.611301679,6.630458538,7.01063047,6.762084335,7.076463411,7.001137338,7.097787743,7.237246107,7.092957021,7.228078328,8.922892277,8.085459643,8.897763931,8.05394544,6.824882249,7.092288557,6.947883584,7.086094218,7.71851873,7.366271128,7.297227342,7.135825497,6.211907006,5.941455532,7.171236137,6.881630924,6.839392026,7.593450902,7.21148832,7.270294234,6.434648976,6.489112603,8.077480264,7.518906384,7.507386049,7.730279699,7.253954117,6.962005283,7.618164323,7.668210779,7.186424381,7.161183014,7.726147645,7.35536269,7.792986,7.712983232,7.592664523,7.659682402,7.455929496,7.555996081,8.095861198,8.09740087,7.255768515,7.679122869,6.909967817,7.501917629,7.414205897,7.455057395,7.404258759,7.415685881,7.680315541,7.752985192,7.303973602,7.317649226,7.467411297,7.325318662,7.027075564,7.099288441,7.571791248,7.157835807,6.669541552,6.472717799,7.585040451,7.591196507,7.707413479,7.655983984,7.303977974,7.318197788,7.801252979,7.540796261,6.627730025,6.883708386,6.41479054,6.196567064,6.914398552,6.695110722,6.631554499,6.651312558,6.81212928,6.974625547,6.082091776,7.670057125,7.709794844,7.832166806
LMB90_RS01000,7.769956167,7.490465938,7.046062543,7.309640057,7.035489618,7.387206432,7.662645764,7.439876766,7.805674094,7.104911043,7.856251502,7.962858161,7.772959043,7.685673508,7.252468592,7.394315549,7.230926755,8.00982485,8.187644831,8.117663907,8.185480444,8.506962136,8.346482235,8.411507134,8.298772674,8.573341147,8.62862151,8.58659385,8.619859897,8.183223614,8.354901901,8.164326014,8.205147456,7.443122945,8.003958649,7.485810246,7.98847103,8.212241336,8.201471706,8.128648293,8.192446312,8.012628523,8.230512968,7.3557198,7.088204861,7.266390061,6.907764623,8.063124372,7.791202839,8.253350865,7.788856685,7.051171434,7.319053561,6.870485504,6.496047159,8.183015583,8.290591551,8.135128972,8.228721253,7.362795939,7.429703594,7.950555362,7.694601482,6.949728373,6.648841926,6.822376892,6.750375513,7.751550537,7.768741609,7.641442853,7.718479782,7.567351166,7.641691122,7.461338689,7.642561114,7.111473561,6.806205704,6.867421772,7.238154876,7.820358313,7.790004162,7.663853367,7.704211379,7.778833215,7.702222574,7.201525738,7.301007778,7.521262388,7.099030842,6.979818318,7.07048142,7.593932912,7.36634375,6.674044455,6.76418757,7.319258382,7.442293528,7.752736536,7.75926787,7.385758337,7.153639847,7.605758235,7.371233825,6.878220258,7.064528532,6.568493917,6.361387839,7.120231598,7.005056107,6.718405738,6.790380052,6.9574266,7.056979483,6.280098837,7.735683363,7.881475195,8.098407793
LMB90_RS01005,9.837370939,10.71236885,10.39623359,11.02106536,10.08616504,9.826880059,10.14289593,9.958172259,11.36375026,11.55596589,10.8698977,10.73188442,10.80062436,10.69405756,10.41412356,10.08041147,10.07035838,11.17643264,11.16614048,11.21352073,11.16321836,10.57791639,10.51200566,10.57050207,10.50530576,10.9310479,10.85283589,10.90770024,10.85771764,11.1476044,11.24243293,11.15390802,11.24872323,12.09935337,11.31640768,12.09917616,11.3229748,10.99567982,11.00864215,10.99380609,11.00326363,11.20386003,11.03393115,10.36394748,10.15530874,10.81546364,10.66963102,11.46384014,11.33233278,11.28228244,11.35142671,10.51103298,10.10464569,10.25410069,10.88373987,11.49875805,11.14398757,11.29878113,11.33474413,11.32804523,11.19044756,11.24407683,11.16793822,10.55403102,10.71326397,10.54293149,10.49590452,10.27254792,10.29955538,10.47228284,10.45449756,10.16679249,10.07453215,10.2892514,10.21035875,10.24218988,10.18964751,10.23704972,10.50574473,10.1775647,10.09456372,10.19022972,10.1627767,10.41299035,10.36144465,11.40118341,11.44870091,11.05685784,11.16620801,11.56728593,11.41549343,10.85632298,10.69739767,10.78177033,10.88889362,11.04353594,10.88489531,11.54606114,11.52563607,11.22682761,11.23950338,11.06441635,10.97499408,10.1260841,10.23750097,10.33879832,10.355681,11.07727486,10.90268318,10.40549661,10.45593178,10.93176204,10.92685524,10.92408665,11.61956804,11.45982564,11.40380378
LMB90_RS01010,7.628249988,7.975417693,7.920368881,8.313479286,7.637850575,7.720033968,7.645342143,7.676364839,8.798842958,8.579844191,9.473893886,9.302152557,8.722411414,8.636045579,7.932170246,7.686919745,7.901383758,8.493045127,8.590392536,8.643037255,8.665157338,8.430649089,8.310358994,8.463752007,8.329646189,8.760418992,8.619401586,8.831276028,8.649313166,9.752013189,9.835372406,9.760083423,9.85063851,8.464106223,9.084638257,8.609166602,9.162526345,8.682511881,8.904875691,8.819289483,8.809613085,8.681961617,8.6379928,8.172374517,7.841353385,8.614822462,8.451642801,9.328027323,9.012831558,9.002764536,9.039696335,7.547680385,7.141158487,7.679963553,8.023267186,9.457751678,9.237493739,9.155930383,9.232991156,8.868592774,8.6804496,8.604165496,8.565779112,8.544141982,8.546941907,9.881227476,9.559935067,7.65193081,7.576937317,7.1739948,7.215759719,7.182772013,7.293600195,7.684757681,7.560816931,7.929645563,8.061081434,8.444640038,8.623041077,7.599047283,7.528913764,7.322488163,7.431586471,7.445720511,7.51189761,8.561234228,8.573636619,9.162812079,9.178591351,8.870070931,8.990006632,9.310504614,9.02821002,8.238317963,8.461765865,8.496690583,8.641456822,8.611432982,8.775875757,8.813893055,8.98319685,8.752276135,8.551223333,8.025513457,7.991286229,7.853797329,8.1253993,8.6254946,8.645227678,8.19758753,8.297503815,8.631264983,8.710621476,8.427127087,9.754855304,9.085782896,9.016655201
LMB90_RS01015,8.427291531,9.017135236,8.907857017,9.393446232,8.724590453,8.771028932,8.827809351,8.726074544,9.709875944,9.709164763,10.38144564,10.2188797,9.407848468,9.58557302,9.079411522,8.778692268,8.659321859,9.648792406,9.682457176,9.648266094,9.637452158,9.268541626,9.285639558,9.265400654,9.265772478,9.721819675,9.65753675,9.742633715,9.692243435,10.61867639,10.63202756,10.6368814,10.6855939,9.856538223,10.1734807,9.906172568,10.1667172,9.605668806,9.781443759,9.588334685,9.828911042,9.920855303,9.79640683,9.366961772,9.201319259,9.546979331,9.488878479,10.34012738,10.14435544,9.936825704,10.11044222,9.024109668,8.698708692,8.836200734,8.81975919,10.31003848,10.0586977,10.18460702,10.1243642,9.834121002,9.593893782,9.702336782,9.699481371,10.18231442,10.12167576,10.41796762,10.12835699,9.40676451,9.265132257,9.239686597,9.294436315,9.233370745,9.194401223,8.893711393,8.940917869,8.288878766,8.473334385,9.124252619,9.367868099,9.111652525,9.034278363,9.010391457,8.962178028,8.622788692,8.69645663,9.427816178,9.267825543,10.33829217,10.13035553,9.669577429,9.966733273,10.42610265,10.17540312,9.389256035,9.593628892,9.470351514,9.556534654,9.590527421,9.664028042,9.701040551,9.868006612,9.789022669,9.485649571,9.228424729,9.10632921,8.855165259,8.970975676,9.622973823,9.461304459,8.848796602,8.921941338,9.400664224,9.48302388,8.988743811,10.40422128,9.738893651,9.736126188
LMB90_RS01020,9.595803363,9.823532941,9.605529691,10.0108671,9.539959377,9.570636557,9.619824102,9.525158045,10.4032156,10.35982921,11.13750952,11.09466342,10.39814823,10.54275141,10.06999016,9.806457627,9.783901361,10.53626136,10.52140661,10.50006558,10.57221026,10.32971743,10.42216826,10.32036128,10.44052311,10.8229291,10.67649113,10.82096371,10.68556247,11.29514626,11.37005489,11.30112621,11.33088808,10.66961306,10.68440944,10.61617928,10.67268072,10.32951338,10.70648415,10.29549756,10.65656372,10.66776449,10.73488758,9.762661674,9.672655061,10.43493134,10.32890345,11.14451713,10.91312968,10.7845876,10.5008507,9.586462756,9.347678677,9.693888262,9.784763806,10.79874633,10.78344204,10.86661109,10.70450738,10.52059452,10.34564681,10.56267768,10.56681754,10.6301049,10.54151436,10.86793784,10.61504951,9.605246274,9.518134627,9.514787926,9.521624734,9.483234049,9.492610341,9.437197037,9.442811521,8.641372046,8.657827838,9.638630023,9.80869678,9.601091511,9.556491995,9.638633852,9.606199568,9.005209293,9.116218247,9.898217981,9.995065696,10.97319954,10.85548712,10.26243836,10.69101933,11.04909102,10.85875166,10.25252395,10.60416453,10.03883077,10.30901374,10.2513073,10.28925357,10.45722715,10.52515967,10.4012242,10.11856625,9.721327719,9.815069249,9.832578677,9.836346439,9.995287136,10.12971985,9.226225085,9.343711065,10.10912778,10.08591924,9.623863297,10.95572927,10.23458626,10.36732612
LMB90_RS01025,7.212243251,5.956908541,5.735477956,5.482788789,5.753625545,6.751728205,7.491412919,6.707030869,7.017367431,6.363934022,6.51412893,5.910210609,6.869280807,6.607311557,6.389245706,6.196966684,6.200613209,7.855089793,7.750543487,7.776894247,7.770677754,8.247513381,8.026345773,8.256552086,8.042218751,8.435149209,8.381394008,8.260034057,8.363411957,6.568982985,6.79140679,6.708970977,6.754702432,4.342046083,6.119848683,4.49489029,6.122124055,7.628383239,7.691617421,7.46761496,7.745229822,7.290710706,7.658588968,6.05910674,5.562987956,6.076254026,5.864175669,7.335331749,6.875254292,7.559468613,6.627526507,5.291067664,4.06286104,4.997366656,4.592143202,7.053107261,7.319151832,7.023416548,6.936706372,5.919264792,5.96249667,6.995853612,7.174268457,5.575539892,5.661753392,2.167267764,4.593247914,5.695314358,5.558432719,5.720115341,5.892995474,5.295471962,5.301658294,6.044410761,5.906842242,5.759674602,5.937321325,4.155108653,4.983126602,4.505168833,4.428512847,4.949560307,5.155293247,6.215316967,5.909483141,6.467086828,6.425088724,6.131955264,5.896006038,5.596022151,5.313215151,5.692313723,5.299063815,5.527943709,5.592868448,7.170555676,7.292234094,7.450123698,7.480389309,6.227950283,6.179071563,6.18576276,5.816501788,6.35575554,6.299078293,4.950523585,3.989190725,5.430810466,4.818716232,5.102201278,4.963053587,5.875827107,5.847563378,5.015945515,5.98553055,7.275580306,7.058247751
LMB90_RS01135,0,0,0,0,0,0,0,0,0,0,0,0,1.726653565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862985425,0,0,0,0,0,0,0,0.67568646,0,0,0,0,0,0,0,0.986147647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9796927,0,0,0,0,1.467632906,0,3.269700396,0.474493797,1.267076182,0,0.486896411,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392031087,0,0,0,0,0,0,0,0,1.414466139,0,0.99012775,1.170748849,0,0,0,0.885586355,0.816332786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMB90_RS01145,3.190371511,4.47847857,5.822301139,5.359979752,5.686688305,4.688118034,3.457922936,4.484930651,4.639139506,5.033494686,2.503924533,3.907309255,0,3.420975787,3.470053255,4.222758174,4.7405161,3.256161113,4.087914576,4.046421799,4.627501818,3.008109662,2.588760742,3.539721369,3.560011263,4.289879457,3.563817489,3.013483996,4.302502102,5.128761388,3.375879274,4.554124113,4.243797069,5.736521957,4.677699844,6.721822295,4.490294131,3.718787332,3.465745773,3.348743178,3.66917886,3.925605214,3.610783396,5.387233998,4.735881973,4.71242452,5.357413358,3.998596173,4.219396077,3.489787905,5.026645451,6.850146009,6.268406989,4.314003254,5.10676092,4.28598819,4.316681351,4.66284993,5.137958239,4.602734564,4.473546336,5.308614166,5.498774177,6.937995194,7.395335073,8.976647711,8.341343508,6.192269481,5.900801872,5.562191367,5.764310775,5.172134574,5.575634544,5.764233253,5.618466781,5.303030354,5.567743059,6.885019472,6.614080741,5.245447147,5.458805114,5.98805023,6.217977505,6.430932895,6.670673066,4.906646305,5.493475652,5.195338658,4.245869934,4.673972114,3.671278482,4.833817564,6.159446226,5.220769384,5.358882623,5.909328145,5.962167134,4.288837749,3.431579624,5.125239872,4.212793337,5.162569402,5.432785174,6.696075803,7.335027588,6.366917664,5.886138018,4.130483507,3.320773697,5.239908724,5.421911698,5.541118199,5.595119566,5.096020966,4.76792732,4.821651131,4.985760596
