Geneid,LAC_001,LAC_002,LAC_003,LAC_004,LAC_005,LAC_006,LAC_007,LAC_008,LAC_009,LAC_010,LAC_011,LAC_012,LAC_013,LAC_014,LAC_015,LAC_016,LAC_017,LAC_018,LAC_019,LAC_020,LAC_021,LAC_022,LAC_023,LAC_024,LAC_025,LAC_026,LAC_027,LAC_028,LAC_029,LAC_030,LAC_031,LAC_032,LAC_033,LAC_034,LAC_035,LAC_036,LAC_037,LAC_038,LAC_039,LAC_040,LAC_041,LAC_042,LAC_043,LAC_044,LAC_045,LAC_046,LAC_047,LAC_048,LAC_049,LAC_050,LAC_051,LAC_052,LAC_053,LAC_054,LAC_055,LAC_056,LAC_057,LAC_058,LAC_059,LAC_060,LAC_061,LAC_062,LAC_063,LAC_064,LAC_065,LAC_066,LAC_067,LAC_068,LAC_069,LAC_070,LAC_071,LAC_072,LAC_073,LAC_074,LAC_075,LAC_076,LAC_077,LAC_078,LAC_079,LAC_080,LAC_081,LAC_082,LAC_083,LAC_084,LAC_085,LAC_086,LAC_087,LAC_089,LAC_090,LAC_103,LAC_104,LAC_105,LAC_106,LAC_115,LAC_116,LAC_119,LAC_120,LAC_121,LAC_122,LAC_123,LAC_124,LAC_125,LAC_126,LAC_127,LAC_128,LAC_129,LAC_130,LAC_131,LAC_132,LAC_133,LAC_134,LAC_135,LAC_136,LAC_137,LAC_138,LAC_139,LAC_140,LAC_141,LAC_142,LAC_143,LAC_144,LAC_145,LAC_146,LAC_147,LAC_148,LAC_149,LAC_150,LAC_151,LAC_152,LAC_155,LAC_156,LAC_157,LAC_158,LAC_159,LAC_160,LAC_161,LAC_162
LMB90_RS01190,1.3618592440968005,3.324377842831589,1.5912827451787332,3.0587846710618347,2.903780741964189,2.089614435180155,2.7630117867931143,2.4631156637996328,0.5894147522445825,1.4272588468106375,1.8369816379503403,1.1125093440672482,1.5323372793710088,1.5682244856937348,2.0286351031575864,1.7224789393091144,2.957729568860785,1.88955104179466,2.772407008433738,3.4123666203185827,2.7744514126599222,3.981129165454541,3.5158175572780723,3.178813301924054,3.576697519262441,3.282617543208378,3.247940859391343,3.2995064123555125,3.443971936870843,2.878208821323711,3.4566391406729995,3.4300385021062327,3.814503132817581,2.6738599766044326,3.629067201529899,3.2655473776863744,3.641370729397317,2.4255534849330878,3.5660472606285527,1.2281429725204405,3.792299302795763,2.812244291427652,2.759272415259065,2.8692627952110423,1.909649410286079,1.5091818782112087,1.3955613288539968,2.090386260552765,2.1258434901202787,9.098660737629675,9.74346985878407,9.093551183754776,9.76315281070558,2.3120544623708312,3.375945978576784,2.894039438928397,2.930314360597379,3.713684874316936,4.119280364318409,2.4126919861052523,2.8320787517966184,3.640840521398113,3.258272704903821,2.282487371323605,2.496843113698938,3.311846346619271,2.764363606565067,2.977185806333394,2.856546633828652,2.5221770178493905,2.870643148067887,2.3757493839595734,2.899531295592201,0.6854224067634083,2.5477584803518205,3.70775873931773,2.973671741094868,2.871990574493098,3.645192935315602,3.5905159954996084,2.4435655483766467,3.6111230911525154,4.062651311076452,4.520877164105837,4.791360294633596,4.786674951180289,4.609356900401592,2.777482169801437,2.690979111674232,5.322769638834106,5.743902806845229,2.1177198683676988,2.2054043433910926,8.78546936212004,8.687407757777576,1.9832311987200784,2.2662659358690345,3.313736049161658,2.8839911468360397,2.9642047750358897,3.715017463668161,4.761784881739822,5.07928915339932,3.269519053754622,1.48278876361101,2.6859659501237374,2.797357312330137,3.703433401072274,3.896281882201605,3.268729000780288,3.806888374366479,4.977050849087829,4.507921626147529,3.8468426661237616,4.16867935137396,3.5869430096165225,3.449963539494663,3.184232901261474,3.481065266466137,8.775312167845831,8.466361893834154,6.138012791705125,6.1444604885604575,3.869302825306477,2.620053922938088,4.008235426265762,4.473517969591755,1.6150351917098016,2.384008874814931,3.34597752618764,3.0078555058472323,2.75963964110525,2.071054567794285,1.3115158364825623,1.823896859381544,2.791962142708481,3.1033799338127936
LMB90_RS01195,3.173405824714827,3.569706272273541,3.153086601733748,3.753525099786804,3.549312152292989,2.51227495280278,3.914687538750994,3.378868941200328,2.5849587827593923,2.299546912206745,2.67281981571794,2.535568666821952,2.50788822976279,2.309036314062764,3.5810725887882984,2.88935323556408,4.731707408582025,3.8895211378054193,4.5864747920644735,4.839425492448323,4.446408498477423,5.13644399321332,5.252559029274958,3.772212078693548,4.454405981573519,4.237179804427061,4.622391021347317,4.491202494500993,4.691524099253911,4.434450917333424,4.868996814004561,4.924462566106114,5.3046767309751655,4.747709341643136,5.41328173753577,4.637527625068462,4.838958004893899,4.275977738745299,4.832651915159801,3.733939496792909,5.047396072442451,4.379130441405955,4.356955358519741,4.175766887758635,4.0022624444553365,3.10818699445332,3.7858332473701424,4.061338773352031,2.8581029599279826,8.891959348796325,10.871412057775771,8.947484483601757,10.885675267010324,3.760477272073,4.575166767882099,4.247668080832723,4.730832815819933,4.546686502882397,4.968243940810603,4.161282238301596,4.123114772166378,4.998570072052127,5.153017546440708,3.205977073256419,3.2672937205613786,4.827795197645145,4.262857414818949,4.4338385483256975,3.655084558023912,3.7922272150697776,3.797299532194828,3.3834043365628963,3.279355197569503,3.0929334994963438,2.0006091379441586,4.5996911432679735,4.50687126272098,4.058025397293394,4.392299476140386,4.572985927480038,3.79712031962093,5.244145198625691,4.817829541890178,5.229806381753309,5.310240291602055,6.016879485866938,5.346684838362617,3.726844158118405,4.556469908323686,6.433661938410442,6.158568117213206,2.778283684516873,2.516540422966788,9.49108716038642,9.493942549630978,2.9667474154077693,3.096174586597184,3.947945760964205,4.045736855378244,3.822298793224928,4.735089187422439,6.203519818303756,5.929366533888478,3.6549887832511008,3.459882497847839,4.042849830443717,4.13629007464619,4.217531470375951,4.853550988347567,4.2244433492396425,4.716564145025491,5.9889857311760375,6.056459639829579,4.447820748129482,5.18851057750209,4.500216269472999,4.575036143725637,4.443211559044965,4.625905582755611,9.728589128657608,9.378169950889978,7.127791862710668,6.908534733657833,4.236741043600182,4.006246448187774,5.146452282432311,5.095538711799616,2.8430342824432224,2.782330878701845,4.097931871901403,4.374557383427258,3.026627762730495,2.3119789868266314,3.162506819388861,3.845153055115273,4.071008784182936,3.8889399495373023
LMB90_RS01200,2.0230860137580464,2.234190615442806,0.0,2.194671349747614,2.565906002156069,2.8788201472639914,2.733008369695352,2.88897150406699,2.3044067752870663,1.796125286967795,2.0489860560734185,2.469011341696881,0.9436808470760032,1.9549155195228325,1.323611368537456,2.126565680156297,4.55207495613174,2.310296980622517,3.0205211500975384,4.471296803277637,3.739034822442363,2.9377814264241304,3.193641956936213,2.8170207538944214,3.13064191437405,3.0407993621377662,3.57799988535264,3.1648259596766377,4.819192941267763,3.572316383909954,4.335214812044548,3.261217662858846,4.835357447519672,3.907261945115876,4.919263152138281,4.435605249602788,4.140950802898557,3.7214699087577943,4.542746788158504,3.059591405472972,4.098325316960766,3.423538280585949,3.9386726549140847,3.77199730985546,3.682432981758749,3.03697125436091,3.399068963656571,2.572067773489826,3.554044554798051,8.985622263782785,9.78588828740298,8.953600311978668,9.770206473266065,3.704930088134564,3.833807799430223,3.3958224867962064,3.361777993203719,3.399562219205064,4.259600870009895,3.933952883283778,3.694489424975896,3.583239769922941,3.946399202183641,2.1044643159279435,2.3868722987655944,3.854826506417708,4.031063576344788,4.107834608250282,3.0355822411630067,2.880919816544315,2.8402631324249543,1.3143356679231168,2.446573334858532,2.523045478534947,1.036444444703874,3.573211522276306,3.410530017400827,3.4546992079827104,3.752953289569928,3.319479123309788,2.6627808054598816,4.422077867797257,3.97848038133458,3.5757587100909176,3.962209280884773,4.906583444203656,4.02054445456671,2.7474264776786064,2.186031832961872,4.508479241407284,4.636347585051549,1.061073901366135,1.3598586468127547,8.684798130426017,8.487020724765303,2.7580806024876385,1.9909634965535143,3.3951879643018192,2.488828967675811,2.9828214378821767,2.861519239140453,4.337454168228088,4.570169846901812,2.174541876733274,2.503558984989627,2.390430552100385,3.0461413999017366,3.609188859969117,3.4539977936730835,3.1343926156462154,3.043823372353849,4.990277904207812,4.277738846801299,3.7174055377269455,3.9678352315360543,3.1483273651470616,3.217904709762059,2.7309399897765703,3.5163868477697124,8.432823546814102,8.202637314163802,6.002708453824276,6.249773110789446,3.669322260467748,3.3410735726624368,3.4669766399818545,3.8877690325408607,2.122887786722671,2.031569895439175,3.028115943293676,3.04184409889056,1.9322388557351045,3.139407676573226,3.12322380205047,2.8475173620180354,1.4747138044289592,2.713308938776316
LMB90_RS01205,2.7835630016199127,2.445517683325626,0.0,2.9766156009076155,2.6782574687991305,2.018446807968993,3.974730477377402,3.1195268174883197,2.257946220457782,2.5233627510651,3.491307858513156,2.211110461176793,2.441930672172433,1.9117364627895,3.806200279680557,2.081676584222403,4.229648629900926,3.901351969330192,4.957004072405974,4.774349517700244,3.685003172029852,4.9474526404911074,5.15604073429527,4.008775280275811,3.7459491775142575,3.6328558510028737,4.052387960310975,4.187147129015014,4.403013902203899,4.454484868734163,4.544149944069442,3.969082209425182,5.141285331345945,4.529332753668244,5.39831211341225,4.777474515400795,4.186668829595924,4.344522947668798,5.0620727742150935,3.4008351213322894,4.525243860655073,3.8314767809510175,4.99865694721982,3.3862865360275487,3.902271423882107,3.5086690871253694,3.1939206695239126,3.0814036458126477,3.174018247686597,9.942520423722454,10.311855373357924,10.058420778957988,10.311094067363248,2.7615080331632447,4.39285117565196,3.752024928208849,4.459776786596366,4.0639875454488745,4.262354252848523,3.9966961091343856,3.747148997971129,3.719414588016838,3.995584513137264,2.343332933312757,3.0949054575795376,4.20928264336145,4.175164490486334,4.628402127838524,3.402283886494676,3.663426696568243,3.1196354119420127,2.1920336645138216,2.398987633560167,3.33893264300585,2.3327343683977158,4.509469665517353,3.943905899474132,4.363993497645153,5.00735030732816,4.09609724522829,3.316307033195639,5.347611728498634,4.205392248728698,4.608806561133013,4.585627950920618,5.920483068617943,4.51957309697821,4.336876770285996,4.533648468473653,5.932542546184608,6.534294358243624,2.3710709248020847,1.324436947135168,9.43164729750804,9.297037788196484,2.815400700188827,2.640964834931122,4.37913316740359,3.645906586904094,2.724820845064001,3.0628558366838075,5.323184167794339,5.270679824484356,3.0745930012776443,2.723894520266548,3.8321045669538982,3.5181928825684383,2.488153217069291,3.836111983027144,3.994917145538204,4.331752815597454,5.734056701912364,5.893184953635548,4.2981712727790775,3.9131497732312,4.219192369806265,3.3650533038210053,3.4258183615995805,3.3255586276088254,9.143421555665826,8.9282798041527,6.79324661585311,6.92111273529718,4.35838207387887,3.99187401972004,4.905644879463389,4.543658116524802,2.282965973660556,2.5711806176237704,3.0976679471214954,3.8968395373177263,3.4484662394075447,2.9544018368858382,3.4834162227690566,2.19244883085643,3.378125561936766,3.929130420555648
LMB90_RS01210,2.4841175732494256,2.849755580751716,2.4907398194154178,3.3584767159514137,3.15978678960289,2.8030628620949,3.4916492232085474,3.1092393756263004,2.463928363871724,2.7060516287371703,1.4706218884780642,1.9761011435737763,2.7089220575190702,2.2392694123994703,3.162435853076705,3.022675650562795,3.763880802029389,3.858438971486204,3.8633541697942335,4.497500616056722,3.5517874919666785,4.469500788728341,4.469357684091133,3.741322478122577,3.6327984457055984,3.909579622474008,3.972178969369394,3.3077310316204334,4.018899803072075,3.736255020087725,3.861646969208068,3.676104817280823,4.520931166802768,3.983824075389161,4.387687930956811,3.730193452157899,4.319677369191689,3.017302170215446,4.149695203455586,3.220411283676529,4.175547770122607,3.4609796493685065,3.8444912772713615,3.5293965806355088,3.5162321646709467,3.535456313373225,2.641685027659077,3.803641114247507,2.598052432316739,9.010080156745309,10.664806694100768,8.932091525785228,10.69206690279788,2.6224929348109303,3.844492814123329,3.279023891021539,3.730907612831495,3.9638747552469473,4.276426412739953,3.244174090682081,4.129907175968132,4.369938518987387,4.401968023742616,2.3669394470761365,2.6127886160961484,4.03323140994165,3.6650098452954674,4.103803532198402,3.2626036944991563,3.196482072605192,2.5848820338545004,3.5868752198282823,3.4522925840887813,1.975029636971332,1.8463713174319507,4.3275666594396185,3.645888412839307,3.724623327339875,4.235310258955508,3.795774760915641,3.379416037315921,4.433031712452992,4.366787262949055,4.500858403038441,4.700162010531675,6.205385456696769,5.285190807706594,3.4700845587722013,4.058118403421402,5.848475426481386,5.710678281390219,2.1537356846624696,2.199282238374804,9.46066337970232,9.456540267468936,2.828143294435119,2.425797876788344,3.832811960276648,3.6314243118131375,3.61399149797902,4.063897770485829,5.674236381810107,5.563796140220761,3.603945206157008,3.000612730925829,3.655526343796833,4.010041053790936,3.786437154415056,4.037372035617822,4.658138025893708,4.288033752935202,5.77985208171543,5.830777155425512,3.961495694623856,4.831340933542344,4.126495156636698,4.490883587943099,3.974663017313752,3.906905630577572,9.477779031808009,9.216418248049562,6.800288826418748,6.5840224312940325,3.7149513749075096,2.896199394279697,4.168424689809641,4.262774064723359,2.740400743032964,3.0468577625930053,3.7137643487649634,3.453559569361437,2.314574885705057,1.7992252121060797,3.0846475610958457,2.8323250704175287,3.244024234726957,3.598362142358261
LMB90_RS01215,1.2389536869380031,2.274204266806099,2.4984645252531377,3.443830875255207,1.1688034271968712,2.731642216186513,3.463204121377649,2.110406403886252,1.7362262150272247,1.7820806085669028,2.237118631600634,2.1953272780878392,2.425501022909497,2.610705387206558,3.749829647586824,2.3176378485741043,3.140597048362113,3.754793851194559,2.785542127055636,3.7587399046031584,3.800560320787767,4.278036468499473,4.414502599764454,3.3652813143585374,3.5501332962285943,3.1612577331055576,3.288941856543409,3.2699036886769024,3.97939590547918,3.54509356090406,4.252766838627596,3.6847633909894353,4.58176756988102,3.981852597893179,4.392536048602931,3.909290923663153,3.279907870952868,3.159712752725508,4.00580786277471,2.7852204386070376,3.1104203860931383,3.944482697252045,3.746549252833008,2.976150839156576,3.442671178410948,2.579353652240672,3.3811907943333828,3.6679312946283567,3.535974497555921,7.858814569002158,10.25709747521612,8.134147520529636,10.183396527517464,3.1928299508399625,3.695731476529687,2.9852872698094868,3.918674355604409,3.7712089281358048,3.664336502260646,2.673488309927235,3.5367442298544884,4.108885828255199,3.8729765424585514,1.8120333057679436,2.194267657864616,4.000390741495467,3.584481682291301,3.845376268467543,3.0375694927980432,2.617730850888597,2.987057288044167,2.7484458168159085,2.543421959854961,1.266038822330155,1.802596600813968,3.770520382686092,3.7044602572280287,3.4736861084374158,4.07746495456886,2.8835800102916656,3.274851451858899,4.363426320252936,3.8853919178063903,3.946919171430282,2.711408823780474,5.513947806381731,4.633491116035215,2.6025713473019585,3.650455447650673,5.800513457027018,6.044076394928721,1.550439490479885,1.5131588245149854,9.269349389102551,9.337471732740145,2.575985681725136,2.079976062165268,3.1920667745007405,2.863865117979442,2.9263366561030315,3.498788350810365,5.350688136914095,5.185507288521137,2.583017477557872,0.7579548559150587,4.165984580469091,3.053884063010514,3.472952446547604,3.85049730222113,3.812272973263125,3.67744441651,5.360484845015086,5.477397450675123,4.009473684532937,4.42836300407759,3.8425669455867593,3.6401472835115607,3.323471086806915,3.270936755302014,9.131598212751491,8.916800438451737,6.386867004373413,6.534007103298255,2.7115598583060416,2.258192114096317,4.269234408340252,4.49165516187405,3.2836824806056346,1.78122530949111,3.0358452337153685,3.0495835890897984,2.4449429410287458,2.232219926042853,1.7148017527043236,3.059345440744383,2.647367760071206,2.9220346353285347
LMB90_RS01220,1.0365490703111475,1.640800190142612,1.7639767347848012,2.2686243970187627,2.181855943164525,1.554861333528852,0.7975835365946703,2.3305310163258355,1.2336019925242396,1.0916118758380906,1.5895737454688574,0.7584795297280582,2.263485003690376,1.4618406889733235,1.6146460725932206,1.6103876218652535,3.0446719031299176,1.1424302670686666,2.777739006108365,2.198002994546277,2.531300293358387,3.480021118345049,3.033657337663387,2.9332721493362106,2.726572631860936,2.7876619162050127,2.6617564663205826,2.474040626903918,3.0471570350759647,2.357381200011121,3.144822847931636,2.738574764332588,3.30268410930182,2.7966003235035464,3.537822988731804,2.6426822301777086,3.564733731431529,3.138615265404601,2.7561823836354438,2.4101034090881583,3.5631775014804448,2.3964493992452613,2.674864836774509,1.7710643074277947,2.5663063139343985,1.6771338251364856,1.5564604638271,1.9668422835451824,1.8994259620808696,8.169431262264297,9.15817125604866,8.140206162351948,9.181807795488956,1.748613805546286,3.039153740995127,2.126595189807376,3.246355289538948,2.632712754490244,2.7605885718323533,2.281201147425814,3.1278565147767474,2.883206048688957,2.587761282752148,1.5562885577819243,1.4106325205731882,2.840078987303097,2.789101305694948,3.0190230801746942,2.8237244300917905,1.9678999058370863,1.0890519225762625,2.1376963808784177,1.602189353963696,1.6652888543293722,0.5663937330196571,2.884282228309684,2.367829237658269,3.0289278228444263,2.8640041427388288,2.695685426281519,1.7820593662037978,3.4321092598698413,2.954725364267172,3.602451017003439,3.6908919953329296,4.7826248506574,4.241305753541682,3.033696057028399,3.189077715301317,5.21265028216283,4.513308392187072,1.5791264674592516,1.4810195453689403,8.646597665819083,8.600998940956464,0.9700417068951463,0.7488112589961436,2.6605561799994653,2.8739009361631136,2.056090562788106,2.448832351449634,4.682525772577233,4.347997557178888,1.5504342191638285,1.04840983839646,3.420123668312949,2.8697838668898594,2.364124793686269,3.337773056437223,3.217958140205583,3.747422358142381,4.667207557618242,4.816936138925121,3.179667887824911,3.699238543822124,2.902391103539456,3.103839272406127,2.4288948327229445,2.8013508025844094,8.399440029008522,8.342722442802435,6.212229125098837,6.223237855788957,3.088634370345767,2.9419552804050912,3.5255006244588185,3.218342062572599,2.486651387197352,2.253157129246027,2.916058688332498,3.049818947662419,1.4423973218613384,1.2805144354256597,0.9123007947076588,2.138107083658865,2.3417987148300274,2.7933335224915457
LMB90_RS01225,4.75797812843266,4.693288331605029,4.304252647176678,4.734395262857398,2.593138766895616,4.175177236449157,4.4075353693542345,4.3972987053493,6.049524865257518,5.186414711707727,4.482020287125422,4.585558984700747,3.448678368179892,4.741484213114229,5.627238439725014,4.254048831624154,5.279455154873882,5.592680951958264,6.070975849550044,6.289834691026347,5.263825617471644,6.6777083976221165,6.566513956544414,4.501436272304131,5.935041869232544,5.616738694857205,5.838859298422526,6.290279158025212,6.606991093420882,6.228438606410919,6.708065096997301,6.374894302199381,7.069692631582144,6.610188151309343,6.772999306849751,6.555402312547818,6.6036146429593,6.2326390487409045,6.468377458051874,5.464575528548746,6.494772631182006,6.375157352367122,5.3688587182171865,6.383270480743203,5.11752300778025,5.459716210392067,5.541790872028922,5.235925607644626,4.9996014440199374,9.832827633089904,11.285218115513633,9.88027468267556,11.263101328556594,5.24601887168787,5.632297114169708,5.661222601876379,6.20898931234853,5.591882247796637,5.880983928824825,4.731735729810062,5.509491125298802,5.924896579597692,6.8136177555144695,4.017229577678421,3.8054611656422703,5.621171199214802,5.80607899269536,5.081812636849355,4.987958919711682,5.371732476265624,4.303836105452064,4.47855509991121,3.835956744872997,3.781265619810722,4.55952906157012,5.693332404274654,6.3818473580869925,5.413427474732966,5.741703927950796,5.770895065207796,5.834964759529122,6.544363077047403,5.192820383916807,6.830557966542163,6.439529554050274,6.149900490350069,4.606914639256392,3.489399219254634,5.507512429616462,7.461850350861021,7.495604988978057,2.2897994196266147,4.03775504307822,12.19739910983544,11.885346102685626,4.718683194172611,5.355525499072973,5.315477627996786,5.1572293170917645,5.543555066012759,5.632867530769052,7.971885831868252,7.544376066842414,5.228405632679963,3.226717497655131,5.136717814837417,4.6833009517262,5.689727666438039,5.917050402633596,5.162797231366397,5.891819938039546,7.612638611022561,7.415558240042164,6.185813628745831,6.629084046487024,5.465437714792757,5.975924769840994,4.919981080309924,5.489648569719021,11.064056820580124,11.24907673626194,8.865830456746979,8.698715181808128,5.866877260568106,5.496516320143539,6.445665923390523,6.461542428681014,4.337888362558692,3.976678279830502,5.634832663795839,5.533971294897473,4.011270835942146,4.034052397558476,5.464322012138356,5.761644660855795,6.183201590688397,5.883652670370416
LMB90_RS01230,4.033999752322109,4.862991787408709,3.6652470077403394,3.7266235547559545,4.520826002647556,4.85213101960594,4.914596528491223,4.681238537051764,4.727183111296196,5.0280066904380725,3.9855948853427177,3.678849694726398,4.486943511851613,4.212717950767863,4.726844870928314,4.4613548272281545,4.929374412599787,5.206446395772471,5.505856869914387,5.9921319593032525,5.3964781317984505,5.541549139019026,5.71205675116704,5.862844373632198,6.06104281895259,6.063749847348705,6.0589582018961465,5.731751765969366,6.325928415619352,5.857748521942769,6.321579395150787,6.180345769310139,6.3256858113970456,6.285083423410998,6.412343353549394,5.886299295808702,6.244516838827442,5.205450371372391,6.209197073990722,4.872493894365053,6.210957328739077,5.695582593965917,4.961108807414819,5.656119413191641,4.658139657387353,4.048120675622212,4.479112843790886,4.547497644117476,4.8694950035211,10.76659136884107,11.827377724423837,10.729886226508954,11.814250911301963,4.4409713749100135,5.560650646808474,4.738352578468195,5.612046619730648,5.942055936658458,6.274603035515368,4.351083960533649,4.765837265414849,6.016071485639445,6.415949213684989,3.85426011771362,3.801333697696386,5.74595407009579,5.455757343466478,5.206195701654,5.038915821778788,4.703006950929414,4.396950858947076,4.38551998610254,3.727539454911166,2.527621681182149,4.082820404612834,5.715925537887419,5.220872074946169,4.937176866488543,5.341233579473838,5.397355548869104,4.732030846476276,5.5284954632644645,5.266526473574281,6.45287437320361,6.5397502549891655,6.853191527556754,5.991140984840262,3.565215021017868,4.2035822341543145,8.249804371685736,8.389753820705964,3.351916871813356,2.9980957463457805,11.880069392353647,11.82677703752571,4.334390845548112,4.663012601280838,5.068946085307547,5.439591671415977,4.783589081392822,5.582479200091532,8.064833458646598,7.620051596450977,5.317801436130257,4.225985209912202,5.804768103904914,5.317192307828475,5.288458551207685,5.821164477177822,5.7914887349116455,5.76413199937996,7.667896421047529,7.356604976985565,5.941584801000508,6.354498154929453,6.040234923111365,6.200782094630031,5.330795309516335,5.522335359807565,11.289041178318856,11.126840915839155,8.920722708490453,8.872438389250565,5.888214432970135,4.998642264881837,6.359159455239316,6.696856507848702,4.199026467847547,4.689466406013915,5.441985696460289,5.549645645382219,4.150103540485137,4.060335741928597,4.834440535889836,4.840506674579918,5.82192549514721,5.948503918163065
LMB90_RS01235,4.546394670729369,2.8698056415241906,4.1349812274401305,3.6560401549962247,3.807265172273032,3.740898715293114,4.618096934455751,3.476711166717069,5.069873406453893,5.332915182461342,4.024100085673026,3.9050012450349096,3.763512533972348,4.60471341229378,4.094936100314472,3.283481041518624,5.050563053014332,4.341112945589649,5.097329732670533,5.883178592760645,4.890696184007603,5.664100976207504,5.602363111572848,4.749146181448907,5.57162075154846,5.433371329612212,5.555475446324996,5.822034811731885,6.379541308240476,5.326271576359781,6.335780801639054,5.894856394092246,5.797308100365428,5.915969928548912,5.973955104776693,5.799019215906498,5.753451954889458,4.791456641580244,6.452163455010071,4.834989127760675,6.002945405304864,5.205603962646187,5.124199025521199,5.452259980079489,4.678798766451028,4.860797439836553,4.851933503058876,4.290393243075005,4.528327014044248,10.400173634000016,11.125987713082273,10.300129563617997,11.206171537503282,4.659441040376515,5.830699508447123,4.668948567859091,5.616401761421749,5.203889188995628,5.355536774830823,4.569635538006558,4.541189447776247,5.581196914256065,5.95810823458619,3.2108348896388006,3.379829865615417,5.188454800334419,5.019908665265558,5.027307424177147,5.275275479782295,4.62379369633088,4.291890895607389,3.882265078028339,3.730439748937554,2.490693439681788,2.348172402132757,5.562531036654916,5.701561713707832,4.533775054870301,5.2265271628147225,4.941219280252981,4.680859139788235,5.730376965275823,4.422572192136288,5.758947420401557,6.169398904783078,6.625988768788845,5.539794929690694,2.99135272367165,4.0486219128253245,7.221454776250323,7.059697596104545,2.876546460516886,2.266444695245765,11.86886109874175,11.729923878297502,4.349129175919697,4.535816988695534,4.712719790457835,5.096826304391082,5.000678743099977,4.460056092653152,7.603466765872099,7.212231978491574,5.080348041345133,4.7004337715692905,4.799086499521301,4.938916839311248,4.859715160089064,4.830797132825524,5.232613270732649,5.654359779218487,7.264808954158554,6.543316367165163,5.558490070841207,6.098432502741584,5.536681845277201,5.527358380193693,4.743690289562174,4.722821220766918,10.889523409591536,10.87062139837904,8.810566952669657,8.9580988251526,5.341537617662881,4.922754420591618,5.813279561035897,6.060607934009905,4.0019461189609,3.4618700878756243,5.1057366136876015,5.3373781779863565,3.0546679487278423,3.5413513078138465,4.61217895221187,4.3434029187900505,6.061726999157488,5.468329569802016
LMB90_RS01240,3.0799130258407743,3.0375663258138905,2.882210846140617,3.6560401549962247,2.144315118235768,3.038379533259873,2.513874107964819,3.002673155134296,4.7483911971237065,4.220910120697502,2.699780018244999,2.226213932206816,2.6762303626866037,2.502372680891194,4.2134142760434905,2.9170056108316613,3.123324891734565,1.8355325518925056,4.138868931652878,5.3469284777756725,4.890696184007603,5.35689655514626,5.479529326041399,3.6746231905743687,4.601641612496072,3.707156729445314,4.796646408870712,4.438174664149741,5.514696664541457,4.847325512340707,5.796899648313945,5.14396797279037,5.347572244908486,5.070804175860848,5.768434859883455,4.67519628789927,4.155282503040293,3.217933566466717,4.7336535131466455,4.026873693432584,4.204723434906053,4.553833244871682,4.421274816242222,4.699583952700399,4.707998461129543,4.11822602358784,4.365856204945093,3.6656993854243543,4.99051648749573,9.341668005955738,11.360902132227944,9.563349256446656,11.29747841155204,3.928667606119304,4.368900824265302,3.57957166420129,4.709159186992937,4.155593129875098,4.222417721603891,4.123330084431474,4.479872915567852,4.374120740740872,5.778025507959876,1.908026612019498,1.466905113545646,5.277178401418179,5.275512912652085,4.1287008063536526,4.146310001758142,3.5485547678819422,2.6772798627854253,3.1632232662199105,1.6625935379961403,3.510465854766967,3.1990560897926663,4.940538223474974,4.2651919112859815,3.936766232973957,4.971178851120289,4.671139084377609,4.52699657388168,4.351591820542176,2.578484262457485,4.806579325358259,4.973488261914185,5.511578206394302,4.247660187692713,0.0,2.1554919168528373,8.54781166852798,8.559631308628596,1.0407639013494614,0.817436585993107,11.814648904414357,11.540084715530677,3.347710254395305,3.2758223798721007,3.846316466946997,4.732781829657382,4.132689075513941,4.460056092653152,7.731045804445416,7.0590826189722,5.020800305668446,4.344693522490817,4.628952209776489,3.850368113428876,4.575508113211403,4.2301557292789385,4.713724723923432,5.436733574802632,7.085486966600998,6.543316367165163,4.588782551992416,5.4012761709178045,4.783334275039499,5.11572174424881,3.5142803800546925,4.0218261760794105,10.91769662818816,10.931552165901218,8.228523862954031,8.35906036709301,4.864904140529321,4.009908708623367,5.621736867345363,5.367926360526421,2.9128662415758475,4.250468564703292,4.357750094669215,3.77337858360479,2.4771851558619025,3.10465778068383,3.615815025082345,3.2393552388388,5.045840527361045,5.176269815029575
